2026-08-18 23:28:50.154959 : starting loop ... 
2026-08-18 23:28:54.110375 : 1e+05 current draw 
2026-08-18 23:28:58.151723 : 2e+05 current draw 
2026-08-18 23:29:03.999113 : 3e+05 current draw 
2026-08-18 23:29:09.414733 : 4e+05 current draw 
2026-08-18 23:29:15.015399 : 5e+05 current draw 
2026-08-18 23:29:20.767935 : 6e+05 current draw 
2026-08-18 23:29:26.136419 : 7e+05 current draw 
2026-08-18 23:29:31.449969 : 8e+05 current draw 
2026-08-18 23:29:36.764672 : 9e+05 current draw 
2026-08-18 23:29:42.165462 : 1e+06 current draw 
2026-08-18 23:29:47.354613 : 1100000 current draw 
2026-08-18 23:29:52.642111 : 1200000 current draw 
