2026-08-18 23:21:37.508171 : starting loop ... 
2026-08-18 23:21:41.585795 : 1e+05 current draw 
2026-08-18 23:21:45.610861 : 2e+05 current draw 
2026-08-18 23:21:51.394915 : 3e+05 current draw 
2026-08-18 23:21:57.003874 : 4e+05 current draw 
2026-08-18 23:22:02.58743 : 5e+05 current draw 
2026-08-18 23:22:08.059267 : 6e+05 current draw 
2026-08-18 23:22:13.771062 : 7e+05 current draw 
2026-08-18 23:22:19.774193 : 8e+05 current draw 
2026-08-18 23:22:25.761699 : 9e+05 current draw 
2026-08-18 23:22:31.365205 : 1e+06 current draw 
2026-08-18 23:22:36.757525 : 1100000 current draw 
2026-08-18 23:22:42.1377 : 1200000 current draw 
