2026-08-18 23:31:05.153318 : starting loop ... 
2026-08-18 23:31:10.12658 : 1e+05 current draw 
2026-08-18 23:31:14.918725 : 2e+05 current draw 
2026-08-18 23:31:21.167053 : 3e+05 current draw 
2026-08-18 23:31:27.297957 : 4e+05 current draw 
2026-08-18 23:31:33.259022 : 5e+05 current draw 
2026-08-18 23:31:39.254208 : 6e+05 current draw 
2026-08-18 23:31:44.94627 : 7e+05 current draw 
2026-08-18 23:31:51.055814 : 8e+05 current draw 
2026-08-18 23:31:57.561883 : 9e+05 current draw 
2026-08-18 23:32:03.730401 : 1e+06 current draw 
2026-08-18 23:32:09.773797 : 1100000 current draw 
2026-08-18 23:32:16.191682 : 1200000 current draw 
