"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"z_idm",0.996066,0.996066,0.996066,0.996066,0,0.432898834926237,1
"z_leitos1k",0.988092,0.988092,0.988092,0.988092,0,-0.261742822603471,0
"metrop",0.979184,0.979184,0.979184,0.979184,0,-0.877655486957515,0
"z_int.circ",0.74149,0.74149,0.74149,0.74149,0,-0.132275097196216,0
"z_ivs.renda",0.713812,0.713812,0.713812,0.713812,0,-0.139078820320791,0
"z_idosos",0.687528,0.687528,0.687528,0.687528,0,-0.0963630778551305,0
"z_bolsaf",0.606582,0.606582,0.606582,0.606582,0,-0.0946139759488954,0
"z_int.asma",0.551866,0.551866,0.551866,0.551866,0,0.0671498191162261,0.99970283
"z_tax.hom",0.54159,0.54159,0.54159,0.54159,0,0.05503783478733,0.99991137
"z_ideb5",0.499172,0.499172,0.499172,0.499172,0,0.0449778658429351,0.99735161
"z_tax.agua",0.492452,0.492452,0.492452,0.492452,0,-0.0420755459986372,0
"semiarido",0.490756,0.490756,0.490756,0.490756,0,-0.107892280613169,0
"z_sus1k",0.483428,0.483428,0.483428,0.483428,0,0.048723911911951,0.99972695
"z_ideb9",0.48016,0.48016,0.48016,0.48016,0,0.0392810013783881,0.99695102
"z_pibpc",0.467366,0.467366,0.467366,0.467366,0,-0.0562071872139422,0.00176735
"z_ex.pobr",0.459364,0.459364,0.459364,0.459364,0,0.0774288649848911,0.96229134
"z_ideb3",0.420592,0.420592,0.420592,0.420592,0,-0.029781419542626,0.00098908
"z_emprego",0.415466,0.415466,0.415466,0.415466,0,-0.0426238473762543,0.00139121
"z_densidade",0.413612,0.413612,0.413612,0.413612,0,-0.0284809356417097,0.16119455
"z_pop",0.40895,0.40895,0.40895,0.40895,0,-0.034221566392437,0.08275339
"z_ivs.infra",0.403092,0.403092,0.403092,0.403092,0,0.0274098162756579,0.99812946
"z_prof1k",0.396418,0.396418,0.396418,0.396418,0,0.030268587934487,0.98900151
"z_int.diab",0.386956,0.386956,0.386956,0.386956,0,-0.0284662588541122,0.02441621
"z_pop.rural",0.378506,0.378506,0.378506,0.378506,0,-0.0283112834037289,0.00625618
"z_eleitas.fem",0.369302,0.369302,0.369302,0.369302,0,0.0160332888916737,0.98395893
"z_imuni",0.364472,0.364472,0.364472,0.364472,0,0.0159788836629973,0.99989025
"z_int.resp",0.344414,0.344414,0.344414,0.344414,0,0.0150606418724549,0.92701226
"z_desp.educ",0.333614,0.333614,0.333614,0.333614,0,-0.0103732336067328,0.05452409
"z_tmi",0.332256,0.332256,0.332256,0.332256,0,-0.0118277224755616,8.427e-05
"z_desp.saude",0.330326,0.330326,0.330326,0.330326,0,0.00704220627110311,0.77641481
"z_votos",0.329592,0.329592,0.329592,0.329592,0,0.0085578038616496,0.98418651
"z_idhm",0.323714,0.323714,0.323714,0.323714,0,0.0121852727435131,0.77182945
"z_ivs.capital",0.314954,0.314954,0.314954,0.314954,0,0.00379802298511676,0.68996107
"z_area",0.314558,0.314558,0.314558,0.314558,0,0.00153790941329801,0.62563979
"z_energia100k",0.313508,0.313508,0.313508,0.313508,0,0.00705341164375416,0.80132564
"aliadogov",0.302742,0.302742,0.302742,0.302742,0,-0.0109923948987091,0.03325604
