"especificacao","desfecho","cadeias","iteracoes_retidas","burn_in_total","corr_PMP_minima","corr_PMP_maxima","maior_diferenca_PIP","modelos_visitados_por_cadeia","status"
"sensibilidade_tmi_pmm_refinamento/imputacao_01_casos","casos",1,5e+05,1e+05,0.9784,0.9784,0,"304771","aprovado"
