"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"z_idm",0.994816,0.994816,0.994816,0.994816,0,0.431598016577804,1
"z_leitos1k",0.985596,0.985596,0.985596,0.985596,0,-0.260984403420268,0
"metrop",0.976892,0.976892,0.976892,0.976892,0,-0.877189567249474,0
"z_int.circ",0.724664,0.724664,0.724664,0.724664,0,-0.128959965087493,0
"z_ivs.renda",0.714424,0.714424,0.714424,0.714424,0,-0.138951616660986,0
"z_idosos",0.68888,0.68888,0.68888,0.68888,0,-0.097490489230273,0
"z_bolsaf",0.58854,0.58854,0.58854,0.58854,0,-0.0911188853438152,0
"z_int.asma",0.526104,0.526104,0.526104,0.526104,0,0.0640528362918901,1
"z_tax.hom",0.52174,0.52174,0.52174,0.52174,0,0.053189955427372,0.99996167
"semiarido",0.484796,0.484796,0.484796,0.484796,0,-0.107560220627846,0
"z_tax.agua",0.482608,0.482608,0.482608,0.482608,0,-0.0415352400108013,0
"z_ideb5",0.475736,0.475736,0.475736,0.475736,0,0.0431039543948541,0.99756167
"z_ideb9",0.470552,0.470552,0.470552,0.470552,0,0.0392653332603273,0.99643823
"z_sus1k",0.458976,0.458976,0.458976,0.458976,0,0.046572383283072,0.99946838
"z_pibpc",0.442832,0.442832,0.442832,0.442832,0,-0.0535316267725559,0.00231239
"z_ex.pobr",0.4387,0.4387,0.4387,0.4387,0,0.0749703637257289,0.96457716
"z_emprego",0.400688,0.400688,0.400688,0.400688,0,-0.0408722746864672,0.00188675
"z_ideb3",0.39976,0.39976,0.39976,0.39976,0,-0.0281762655643829,0.00165099
"z_densidade",0.39536,0.39536,0.39536,0.39536,0,-0.0278320400893348,0.14994941
"z_pop",0.391116,0.391116,0.391116,0.391116,0,-0.0329019116956514,0.0797615
"z_ivs.infra",0.387184,0.387184,0.387184,0.387184,0,0.0264997917045616,0.99710732
"z_prof1k",0.380524,0.380524,0.380524,0.380524,0,0.0281862722863291,0.98691278
"z_pop.rural",0.37032,0.37032,0.37032,0.37032,0,-0.0278752873346531,0.00564917
"z_int.diab",0.365472,0.365472,0.365472,0.365472,0,-0.0265646423607868,0.02392523
"z_imuni",0.351568,0.351568,0.351568,0.351568,0,0.0154493055142247,0.99997724
"z_eleitas.fem",0.349684,0.349684,0.349684,0.349684,0,0.0161376276723259,0.98920168
"z_desp.educ",0.318584,0.318584,0.318584,0.318584,0,-0.0100919022091242,0.05593501
"z_int.resp",0.316572,0.316572,0.316572,0.316572,0,0.0142996843667574,0.93309579
"z_votos",0.311288,0.311288,0.311288,0.311288,0,0.00808445958815044,0.98203593
"z_area",0.306176,0.306176,0.306176,0.306176,0,0.00150570339550383,0.61919941
"z_energia100k",0.306152,0.306152,0.306152,0.306152,0,0.00740354727464298,0.81441898
"z_idhm",0.305072,0.305072,0.305072,0.305072,0,0.0101889757580684,0.7577621
"z_desp.saude",0.30124,0.30124,0.30124,0.30124,0,0.0054276173032329,0.7012349
"z_ivs.capital",0.300284,0.300284,0.300284,0.300284,0,0.00281152410366291,0.6773188
"aliadogov",0.29578,0.29578,0.29578,0.29578,0,-0.0109314807877474,0.0322537
"z_tmi",0.287876,0.287876,0.287876,0.287876,0,-0.00290663394533664,0.14552099
