"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"z_idm",0.901892,0.901892,0.901892,0.901892,0,0.324488583047263,1
"z_leitos1k",0.614772,0.614772,0.614772,0.614772,0,-0.11478435073456,0
"z_idosos",0.531096,0.531096,0.531096,0.531096,0,-0.0973181967729207,0
"z_ivs.renda",0.365172,0.365172,0.365172,0.365172,0,-0.0699916584651039,0
"semiarido",0.3102,0.3102,0.3102,0.3102,0,-0.102267656123403,0
"z_eleitas.fem",0.302076,0.302076,0.302076,0.302076,0,-0.0363765853703966,0
"z_emprego",0.249516,0.249516,0.249516,0.249516,0,-0.0389961412593011,0.00049696
"z_int.circ",0.242256,0.242256,0.242256,0.242256,0,-0.0323513921376522,1.651e-05
"z_pibpc",0.228316,0.228316,0.228316,0.228316,0,-0.034086613997153,0.01277177
"z_ivs.capital",0.19478,0.19478,0.19478,0.19478,0,0.0281969580761983,0.99451689
"aliadogov",0.188364,0.188364,0.188364,0.188364,0,0.032707695532399,1
"z_pop.rural",0.18692,0.18692,0.18692,0.18692,0,-0.0203683755554616,0
"z_int.resp",0.185272,0.185272,0.185272,0.185272,0,-0.0203430219093441,0.00295781
"z_tax.agua",0.16342,0.16342,0.16342,0.16342,0,-0.0127373109574981,0
"z_int.diab",0.16124,0.16124,0.16124,0.16124,0,-0.0143281808787679,0.00034731
"z_idhm",0.156096,0.156096,0.156096,0.156096,0,0.0229496345694045,0.97606601
"z_desp.educ",0.14112,0.14112,0.14112,0.14112,0,-0.0104155684878041,0.01544785
"z_area",0.127648,0.127648,0.127648,0.127648,0,0.00847451307999134,0.99805716
"z_prof1k",0.12302,0.12302,0.12302,0.12302,0,-0.00518863575490982,0.30710454
"z_ex.pobr",0.121708,0.121708,0.121708,0.121708,0,-0.010734285974904,0.10316495
"z_ideb5",0.10796,0.10796,0.10796,0.10796,0,0.00650192506762394,0.99481289
"z_desp.saude",0.104072,0.104072,0.104072,0.104072,0,-0.00132644732024906,0.45049581
"z_imuni",0.103176,0.103176,0.103176,0.103176,0,-0.00471313075720706,0
"z_tax.hom",0.101704,0.101704,0.101704,0.101704,0,0.00390729098941852,0.95374813
"z_ideb3",0.100972,0.100972,0.100972,0.100972,0,0.0034035581607198,0.93907222
"z_int.asma",0.100736,0.100736,0.100736,0.100736,0,0.0044776461385934,0.89461563
"z_sus1k",0.097352,0.097352,0.097352,0.097352,0,-0.00481139408525997,0.06960309
"z_votos",0.09662,0.09662,0.09662,0.09662,0,-0.00275100798898862,0.0644173
"z_ideb9",0.093204,0.093204,0.093204,0.093204,0,-0.00289096876833993,0.16797562
"z_densidade",0.090716,0.090716,0.090716,0.090716,0,-0.00242351160834356,0.1702897
"metrop",0.089676,0.089676,0.089676,0.089676,0,-0.000816429550839391,0.43534502
"z_ivs.infra",0.089004,0.089004,0.089004,0.089004,0,0.00245672523239759,0.77767291
"z_bolsaf",0.088672,0.088672,0.088672,0.088672,0,-0.00238919686504201,0.19077048
"z_pop",0.088516,0.088516,0.088516,0.088516,0,0.000206211587643554,0.38054137
"z_energia100k",0.08756,0.08756,0.08756,0.08756,0,0.000461484229654024,0.54613979
"z_tmi",0.07908,0.07908,0.07908,0.07908,0,0.00136576307258047,0.87172484
