"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"metrop",0.750684,0.750684,0.750684,0.750684,0,0.436279962227452,1
"z_eleitas.fem",0.693444,0.693444,0.693444,0.693444,0,-0.0867463978830124,0
"z_imuni",0.599596,0.599596,0.599596,0.599596,0,-0.0584332803725756,0
"aliadogov",0.57238,0.57238,0.57238,0.57238,0,0.104471837560222,1
"z_ideb9",0.525356,0.525356,0.525356,0.525356,0,-0.0489049947008556,0
"z_leitos1k",0.512596,0.512596,0.512596,0.512596,0,0.0521260132919922,1
"z_ivs.capital",0.508084,0.508084,0.508084,0.508084,0,0.061866029929924,0.99997638
"z_sus1k",0.501488,0.501488,0.501488,0.501488,0,-0.0412498476608338,0
"z_ex.pobr",0.49366,0.49366,0.49366,0.49366,0,-0.074092951762473,0.00133695
"z_int.resp",0.47848,0.47848,0.47848,0.47848,0,-0.045514537236315,0.00014212
"z_bolsaf",0.470096,0.470096,0.470096,0.470096,0,0.0496745594829243,0.99848542
"z_ideb3",0.4351,0.4351,0.4351,0.4351,0,0.0276977263142461,0.99974259
"z_area",0.4314,0.4314,0.4314,0.4314,0,0.0269314184282706,0.99977747
"z_int.circ",0.427448,0.427448,0.427448,0.427448,0,0.0308496634964516,0.99700548
"z_emprego",0.423684,0.423684,0.423684,0.423684,0,-0.0311282143777655,0.00205814
"z_pop",0.405856,0.405856,0.405856,0.405856,0,0.0192207715893647,0.82487385
"z_tax.hom",0.405672,0.405672,0.405672,0.405672,0,-0.0200289481765568,0.01482971
"z_densidade",0.402252,0.402252,0.402252,0.402252,0,0.0223752325862707,0.88069171
"z_idhm",0.399316,0.399316,0.399316,0.399316,0,0.0316465708363909,0.88703683
"z_ivs.infra",0.399044,0.399044,0.399044,0.399044,0,-0.01963039994734,0.0141839
"z_idm",0.39464,0.39464,0.39464,0.39464,0,-0.0316796593047664,0.02999189
"z_tmi",0.392984,0.392984,0.392984,0.392984,0,0.0129653687891199,1
"z_prof1k",0.38344,0.38344,0.38344,0.38344,0,-0.0124728596058016,0.14008971
"z_ideb5",0.379592,0.379592,0.379592,0.379592,0,0.00069733857601353,0.65060381
"z_energia100k",0.378144,0.378144,0.378144,0.378144,0,-0.0162934271297767,0.01980198
"z_ivs.renda",0.374588,0.374588,0.374588,0.374588,0,0.0100033682903529,0.84034726
"z_idosos",0.372356,0.372356,0.372356,0.372356,0,0.00791939114111083,0.88493807
"z_votos",0.370424,0.370424,0.370424,0.370424,0,-0.0054856147603932,0.20360452
"semiarido",0.366916,0.366916,0.366916,0.366916,0,0.0119042007345042,0.85178079
"z_pibpc",0.365588,0.365588,0.365588,0.365588,0,-0.00825733570533934,0.24339967
"z_int.diab",0.36094,0.36094,0.36094,0.36094,0,0.00169887532937013,0.63733585
"z_pop.rural",0.360236,0.360236,0.360236,0.360236,0,-0.00571782363988246,0.36637093
"z_desp.saude",0.357388,0.357388,0.357388,0.357388,0,0.00842072933546793,0.82169519
"z_int.asma",0.355724,0.355724,0.355724,0.355724,0,-0.0038670221951726,0.23578954
"z_tax.agua",0.352724,0.352724,0.352724,0.352724,0,-0.00288548749930189,0.15842415
"z_desp.educ",0.351592,0.351592,0.351592,0.351592,0,0.00234013289927941,0.7021889
