"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"z_idm",0.995936,0.995936,0.995936,0.995936,0,0.432561280429333,1
"z_leitos1k",0.9882,0.9882,0.9882,0.9882,0,-0.261682924005783,0
"metrop",0.977148,0.977148,0.977148,0.977148,0,-0.876632400198655,0
"z_int.circ",0.73704,0.73704,0.73704,0.73704,0,-0.131784841045593,0
"z_ivs.renda",0.713556,0.713556,0.713556,0.713556,0,-0.138588130752349,0
"z_idosos",0.681668,0.681668,0.681668,0.681668,0,-0.0957847243641499,0
"z_bolsaf",0.609952,0.609952,0.609952,0.609952,0,-0.0947927741941149,1.967e-05
"z_int.asma",0.546448,0.546448,0.546448,0.546448,0,0.0667161701334484,0.99994876
"z_tax.hom",0.543888,0.543888,0.543888,0.543888,0,0.0552429625014607,0.99994852
"z_tax.agua",0.497576,0.497576,0.497576,0.497576,0,-0.042478271674923,0
"z_ideb5",0.496276,0.496276,0.496276,0.496276,0,0.0450580030288137,0.99755781
"semiarido",0.488832,0.488832,0.488832,0.488832,0,-0.108527847579385,0
"z_sus1k",0.480976,0.480976,0.480976,0.480976,0,0.0486817341460531,0.99999168
"z_ideb9",0.476648,0.476648,0.476648,0.476648,0,0.0387426467873088,0.99644182
"z_pibpc",0.462456,0.462456,0.462456,0.462456,0,-0.055547921547298,0.00174719
"z_ex.pobr",0.451868,0.451868,0.451868,0.451868,0,0.0763045252565169,0.96072304
"z_densidade",0.425512,0.425512,0.425512,0.425512,0,-0.0304715275776626,0.14552821
"z_emprego",0.41514,0.41514,0.41514,0.41514,0,-0.0426673751462489,0.0021294
"z_ideb3",0.408884,0.408884,0.408884,0.408884,0,-0.0292003564874551,0.00110545
"z_pop",0.398576,0.398576,0.398576,0.398576,0,-0.0327506070162854,0.0860664
"z_ivs.infra",0.387348,0.387348,0.387348,0.387348,0,0.0263617801269976,0.99751128
"z_prof1k",0.386652,0.386652,0.386652,0.386652,0,0.0297474423570173,0.99121691
"z_int.diab",0.385376,0.385376,0.385376,0.385376,0,-0.0281407888482467,0.02530516
"z_pop.rural",0.379852,0.379852,0.379852,0.379852,0,-0.0281868853657951,0.00572855
"z_imuni",0.368712,0.368712,0.368712,0.368712,0,0.01618243273423,0.9999783
"z_eleitas.fem",0.358872,0.358872,0.358872,0.358872,0,0.0156883711304295,0.98517577
"z_tmi",0.3427,0.3427,0.3427,0.3427,0,-0.0122879304700897,0.00012839
"z_desp.educ",0.33582,0.33582,0.33582,0.33582,0,-0.0104534951233094,0.06090167
"z_int.resp",0.335716,0.335716,0.335716,0.335716,0,0.0142486926346581,0.91834765
"z_idhm",0.323592,0.323592,0.323592,0.323592,0,0.0121373852868222,0.77396227
"z_ivs.capital",0.320084,0.320084,0.320084,0.320084,0,0.0038860397527216,0.68726959
"z_desp.saude",0.317324,0.317324,0.317324,0.317324,0,0.0068712317768147,0.78232973
"z_votos",0.316504,0.316504,0.316504,0.316504,0,0.0082016366564173,0.98444253
"aliadogov",0.312924,0.312924,0.312924,0.312924,0,-0.0112193508011125,0.03372065
"z_energia100k",0.31188,0.31188,0.31188,0.31188,0,0.00682947855130696,0.79544697
"z_area",0.29668,0.29668,0.29668,0.29668,0,0.00156322879064909,0.63423217
