"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"metrop",0.763476,0.763476,0.763476,0.763476,0,0.442011382866778,1
"z_eleitas.fem",0.709136,0.709136,0.709136,0.709136,0,-0.0879137744754313,0
"z_imuni",0.61766,0.61766,0.61766,0.61766,0,-0.0590463716499257,0
"aliadogov",0.585028,0.585028,0.585028,0.585028,0,0.106653639750745,1
"z_ideb9",0.545152,0.545152,0.545152,0.545152,0,-0.0506300366208582,0
"z_leitos1k",0.535868,0.535868,0.535868,0.535868,0,0.0539978672962288,0.99995521
"z_ivs.capital",0.528912,0.528912,0.528912,0.528912,0,0.0647696023887471,0.99998487
"z_ex.pobr",0.516064,0.516064,0.516064,0.516064,0,-0.0780490363005974,0.00175172
"z_sus1k",0.510568,0.510568,0.510568,0.510568,0,-0.0418006860443931,0
"z_int.resp",0.50386,0.50386,0.50386,0.50386,0,-0.0480367829795195,2.382e-05
"z_bolsaf",0.498464,0.498464,0.498464,0.498464,0,0.052857514161731,0.99868396
"z_area",0.458276,0.458276,0.458276,0.458276,0,0.0286139725769047,0.99931046
"z_ideb3",0.456044,0.456044,0.456044,0.456044,0,0.0288602521479745,0.99965793
"z_int.circ",0.439516,0.439516,0.439516,0.439516,0,0.0318631038390267,0.99757916
"z_emprego",0.431356,0.431356,0.431356,0.431356,0,-0.0314964755364837,0.00235536
"z_tax.hom",0.42748,0.42748,0.42748,0.42748,0,-0.021013018240577,0.01357724
"z_ivs.infra",0.42544,0.42544,0.42544,0.42544,0,-0.0207745874103649,0.01395261
"z_pop",0.424296,0.424296,0.424296,0.424296,0,0.0204723531491098,0.82817656
"z_idm",0.423448,0.423448,0.423448,0.423448,0,-0.0340007763049738,0.0296707
"z_densidade",0.423208,0.423208,0.423208,0.423208,0,0.0228831660962429,0.87382091
"z_idhm",0.419068,0.419068,0.419068,0.419068,0,0.0335365961187571,0.88764592
"z_energia100k",0.40526,0.40526,0.40526,0.40526,0,-0.0172901681525233,0.01933574
"z_ideb5",0.402184,0.402184,0.402184,0.402184,0,0.00141844591539862,0.66574503
"z_prof1k",0.397032,0.397032,0.397032,0.397032,0,-0.0128555275307662,0.1428298
"z_tmi",0.393984,0.393984,0.393984,0.393984,0,0.0123752460784686,1
"z_pop.rural",0.392604,0.392604,0.392604,0.392604,0,-0.00676913909878602,0.34699596
"z_pibpc",0.391332,0.391332,0.391332,0.391332,0,-0.00881809137965018,0.25328877
"z_idosos",0.386544,0.386544,0.386544,0.386544,0,0.00839902930500562,0.89005133
"z_votos",0.38438,0.38438,0.38438,0.38438,0,-0.00557686313451224,0.19707581
"semiarido",0.382744,0.382744,0.382744,0.382744,0,0.0122474104302549,0.84446
"z_ivs.renda",0.382728,0.382728,0.382728,0.382728,0,0.0105840083548052,0.83281077
"z_desp.saude",0.377876,0.377876,0.377876,0.377876,0,0.00886731758468402,0.82478908
"z_int.diab",0.377188,0.377188,0.377188,0.377188,0,0.00176136126801932,0.63078359
"z_desp.educ",0.375216,0.375216,0.375216,0.375216,0,0.00239710821665272,0.69234787
"z_int.asma",0.3725,0.3725,0.3725,0.3725,0,-0.00385989299453536,0.24649664
"z_tax.agua",0.365708,0.365708,0.365708,0.365708,0,-0.00314962218984631,0.15606987
