"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"z_idm",0.904448,0.904448,0.904448,0.904448,0,0.327218487490333,1
"z_leitos1k",0.617072,0.617072,0.617072,0.617072,0,-0.116271042966989,0
"z_idosos",0.51562,0.51562,0.51562,0.51562,0,-0.0945652513596815,0
"z_ivs.renda",0.365564,0.365564,0.365564,0.365564,0,-0.069914933949165,0
"semiarido",0.298288,0.298288,0.298288,0.298288,0,-0.0993757204833186,0
"z_eleitas.fem",0.294568,0.294568,0.294568,0.294568,0,-0.0356722032160456,0
"z_emprego",0.252064,0.252064,0.252064,0.252064,0,-0.0393792560939166,7.934e-05
"z_int.circ",0.251868,0.251868,0.251868,0.251868,0,-0.0338493740270268,6.353e-05
"z_pibpc",0.224456,0.224456,0.224456,0.224456,0,-0.0335550559608252,0.01213601
"z_ivs.capital",0.190284,0.190284,0.190284,0.190284,0,0.0274778854295451,0.99363057
"aliadogov",0.184364,0.184364,0.184364,0.184364,0,0.0317512803169621,1
"z_int.resp",0.181968,0.181968,0.181968,0.181968,0,-0.0202768336913781,0.00127495
"z_pop.rural",0.179472,0.179472,0.179472,0.179472,0,-0.0192776817693993,4.458e-05
"z_int.diab",0.161492,0.161492,0.161492,0.161492,0,-0.0143739453227407,0.00064399
"z_idhm",0.15828,0.15828,0.15828,0.15828,0,0.0231424221467231,0.97675006
"z_tax.agua",0.151448,0.151448,0.151448,0.151448,0,-0.0119331450374923,0
"z_desp.educ",0.137104,0.137104,0.137104,0.137104,0,-0.0101023386610716,0.0210643
"z_ex.pobr",0.130596,0.130596,0.130596,0.130596,0,-0.0110146070330871,0.1063126
"z_area",0.124852,0.124852,0.124852,0.124852,0,0.00839063235906153,0.9993272
"z_prof1k",0.11848,0.11848,0.11848,0.11848,0,-0.00508022964969466,0.28271438
"z_sus1k",0.107488,0.107488,0.107488,0.107488,0,-0.00524401358095678,0.09377791
"z_imuni",0.103564,0.103564,0.103564,0.103564,0,-0.00479799584552987,0
"z_votos",0.099664,0.099664,0.099664,0.099664,0,-0.00281363410670029,0.06774763
"z_int.asma",0.099624,0.099624,0.099624,0.099624,0,0.00464558724607853,0.90773308
"z_ideb5",0.09874,0.09874,0.09874,0.09874,0,0.00571796576588907,0.99566538
"z_desp.saude",0.09582,0.09582,0.09582,0.09582,0,-0.000912580412341688,0.46382801
"z_tax.hom",0.09428,0.09428,0.09428,0.09428,0,0.00345539805895043,0.94599067
"z_energia100k",0.09422,0.09422,0.09422,0.09422,0,0.00016416167609096,0.49242199
"z_ideb3",0.093936,0.093936,0.093936,0.093936,0,0.0032460294589027,0.94349344
"z_tmi",0.090808,0.090808,0.090808,0.090808,0,0.00106863081454955,0.78680292
"z_bolsaf",0.09068,0.09068,0.09068,0.09068,0,-0.00255522767845164,0.18941332
"z_densidade",0.090564,0.090564,0.090564,0.090564,0,-0.00236415890551822,0.20303874
"z_ivs.infra",0.089792,0.089792,0.089792,0.089792,0,0.00242852965752757,0.76452245
"metrop",0.082744,0.082744,0.082744,0.082744,0,-0.000736302001724616,0.42173451
"z_pop",0.079464,0.079464,0.079464,0.079464,0,0.000254239362543258,0.36106916
"z_ideb9",0.077924,0.077924,0.077924,0.077924,0,-0.00228466565871724,0.19424054
