"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"z_idm",0.993796,0.993796,0.993796,0.993796,0,0.432142301484523,1
"z_leitos1k",0.987324,0.987324,0.987324,0.987324,0,-0.260824356304143,0
"metrop",0.977344,0.977344,0.977344,0.977344,0,-0.871566800317112,0
"z_int.circ",0.73728,0.73728,0.73728,0.73728,0,-0.130893000870732,0
"z_ivs.renda",0.73042,0.73042,0.73042,0.73042,0,-0.143138820259095,0
"z_idosos",0.698244,0.698244,0.698244,0.698244,0,-0.0970274441209489,0
"z_bolsaf",0.611112,0.611112,0.611112,0.611112,0,-0.0961077644838628,0
"z_int.asma",0.550556,0.550556,0.550556,0.550556,0,0.0676060529064269,0.99998547
"z_tax.hom",0.545,0.545,0.545,0.545,0,0.0550960342084565,0.99991927
"z_ideb5",0.508868,0.508868,0.508868,0.508868,0,0.0449489066424683,0.99717805
"z_tax.agua",0.505548,0.505548,0.505548,0.505548,0,-0.0430287945435468,0
"z_sus1k",0.503072,0.503072,0.503072,0.503072,0,0.0510128501687345,0.99987278
"semiarido",0.495344,0.495344,0.495344,0.495344,0,-0.107440309892612,0
"z_ideb9",0.487676,0.487676,0.487676,0.487676,0,0.0384843188247356,0.99681756
"z_pibpc",0.484716,0.484716,0.484716,0.484716,0,-0.0578935134939732,0.00135337
"z_ex.pobr",0.477496,0.477496,0.477496,0.477496,0,0.0823803265352024,0.96660077
"z_emprego",0.433608,0.433608,0.433608,0.433608,0,-0.0444869576416664,0.00152211
"z_ideb3",0.42882,0.42882,0.42882,0.42882,0,-0.0298077276952924,0.00219206
"z_densidade",0.425212,0.425212,0.425212,0.425212,0,-0.0273778871031118,0.18567679
"z_pop",0.423952,0.423952,0.423952,0.423952,0,-0.0363987463854323,0.07810318
"z_ivs.infra",0.413312,0.413312,0.413312,0.413312,0,0.0275777587916484,0.99711598
"z_prof1k",0.407424,0.407424,0.407424,0.407424,0,0.030721933647242,0.98975024
"z_int.diab",0.40608,0.40608,0.40608,0.40608,0,-0.0303712175958901,0.02226162
"z_pop.rural",0.39764,0.39764,0.39764,0.39764,0,-0.0297893564531336,0.00555276
"z_eleitas.fem",0.386712,0.386712,0.386712,0.386712,0,0.0164871537371276,0.98328472
"z_imuni",0.374404,0.374404,0.374404,0.374404,0,0.0160943728651707,0.99990385
"z_int.resp",0.36486,0.36486,0.36486,0.36486,0,0.0159489120506555,0.92546182
"z_tmi",0.345832,0.345832,0.345832,0.345832,0,-0.0118323254080384,0
"z_desp.educ",0.34392,0.34392,0.34392,0.34392,0,-0.0102404451989351,0.05540823
"z_idhm",0.340732,0.340732,0.340732,0.340732,0,0.013222876421985,0.7868941
"z_votos",0.340056,0.340056,0.340056,0.340056,0,0.00846609187452251,0.98321453
"z_ivs.capital",0.339664,0.339664,0.339664,0.339664,0,0.00473792304604211,0.71295162
"z_desp.saude",0.33772,0.33772,0.33772,0.33772,0,0.00693949228076881,0.76796163
"aliadogov",0.331872,0.331872,0.331872,0.331872,0,-0.0122370070405316,0.0301562
"z_energia100k",0.331708,0.331708,0.331708,0.331708,0,0.00770543972374632,0.8150542
"z_area",0.326856,0.326856,0.326856,0.326856,0,0.00186557555301758,0.64719632
