2026-08-18 23:23:56.709593 : starting loop ... 
2026-08-18 23:24:01.76699 : 1e+05 current draw 
2026-08-18 23:24:06.934612 : 2e+05 current draw 
2026-08-18 23:24:13.554944 : 3e+05 current draw 
2026-08-18 23:24:19.998639 : 4e+05 current draw 
2026-08-18 23:24:26.248602 : 5e+05 current draw 
2026-08-18 23:24:32.539455 : 6e+05 current draw 
2026-08-18 23:24:38.921335 : 7e+05 current draw 
2026-08-18 23:24:45.707243 : 8e+05 current draw 
2026-08-18 23:24:52.636775 : 9e+05 current draw 
2026-08-18 23:24:59.414024 : 1e+06 current draw 
2026-08-18 23:25:06.524605 : 1100000 current draw 
2026-08-18 23:25:12.696712 : 1200000 current draw 
