"variavel","PIP","Post Mean","Post SD","Cond.Pos.Sign","PIP_maior_igual_05"
"metrop",0.786096,0.45286497807908,0.334937672381217,1,TRUE
"z_eleitas.fem",0.722652,-0.08849362914926,0.0784076194011866,0,TRUE
"z_imuni",0.620476,-0.0583334661897183,0.0673519341492565,0,TRUE
"aliadogov",0.6022,0.108028007594139,0.1264905759047,1,TRUE
"z_ideb9",0.558908,-0.0515345680471826,0.0731030669161543,0,TRUE
"z_leitos1k",0.557536,0.0569835211938374,0.0770637783738009,0.9999713,TRUE
"z_ivs.capital",0.54522,0.0665939164386362,0.0901771633164761,1,TRUE
"z_ex.pobr",0.544548,-0.0826335021959346,0.11578241098062,0.00104307,TRUE
"z_int.resp",0.530676,-0.0502929720595118,0.072516913201233,2.261e-05,TRUE
"z_bolsaf",0.529572,0.0567793924864327,0.0804359104855878,0.99842892,TRUE
"z_sus1k",0.524312,-0.0427979872579564,0.0667975379549612,0,TRUE
"z_ideb3",0.479712,0.0307514213517462,0.0539967701425489,0.99993329,FALSE
"z_area",0.471136,0.0298834225088925,0.0545226903822428,0.9997453,FALSE
"z_int.circ",0.461036,0.0332402760970619,0.0644243839964437,0.99795244,FALSE
"z_idm",0.447576,-0.0371613228341836,0.0836208456766378,0.02295923,FALSE
"z_emprego",0.445212,-0.0324336981369378,0.0709895127890684,0.00165315,FALSE
"z_tax.hom",0.44072,-0.0221967104482408,0.0489033906676477,0.00952078,FALSE
"z_pop",0.439452,0.0215626495624997,0.133882035347107,0.84413315,FALSE
"z_idhm",0.439444,0.0340575136973067,0.0947077215889653,0.88173237,FALSE
"z_densidade",0.433324,0.0231179762465916,0.133556629370605,0.87209571,FALSE
"z_ivs.infra",0.431316,-0.0208624100892011,0.0511758031395493,0.01311336,FALSE
"z_ideb5",0.429764,0.00144515815522649,0.0569773500282162,0.6638341,FALSE
"z_energia100k",0.42268,-0.0180582884568509,0.056241884630369,0.01634333,FALSE
"z_tmi",0.418848,0.0148328731289994,0.0406823314112825,1,FALSE
"z_prof1k",0.41312,-0.0131632070878789,0.0582995927729625,0.14656274,FALSE
"z_desp.educ",0.405296,0.00266052132590993,0.0451175872076823,0.69944929,FALSE
"z_pibpc",0.4049,-0.00868633596611863,0.0584679661000574,0.25316868,FALSE
"semiarido",0.40318,0.0132126061071873,0.100303005093474,0.85675877,FALSE
"z_ivs.renda",0.403028,0.0112565659734693,0.063995914922572,0.8528936,FALSE
"z_desp.saude",0.403016,0.00995066669760679,0.0544408368910893,0.83720746,FALSE
"z_pop.rural",0.39806,-0.0060999551874889,0.0509405873773207,0.36572376,FALSE
"z_votos",0.397948,-0.00548227120792052,0.0371679876101646,0.16296602,FALSE
"z_idosos",0.395912,0.00853727625342941,0.0469613658029298,0.88853078,FALSE
"z_int.asma",0.394528,-0.0046153921945499,0.0427851532211049,0.21857004,FALSE
"z_int.diab",0.388944,0.00218034636204501,0.0462784851467722,0.64868979,FALSE
"z_tax.agua",0.384472,-0.00309076669600959,0.0348710571756344,0.16914626,FALSE
