2026-08-18 23:26:32.164697 : starting loop ... 
2026-08-18 23:26:37.409959 : 1e+05 current draw 
2026-08-18 23:26:42.666483 : 2e+05 current draw 
2026-08-18 23:26:49.631017 : 3e+05 current draw 
2026-08-18 23:26:55.925582 : 4e+05 current draw 
2026-08-18 23:27:02.516446 : 5e+05 current draw 
2026-08-18 23:27:08.991287 : 6e+05 current draw 
2026-08-18 23:27:15.188074 : 7e+05 current draw 
2026-08-18 23:27:21.400443 : 8e+05 current draw 
2026-08-18 23:27:27.899927 : 9e+05 current draw 
2026-08-18 23:27:34.245437 : 1e+06 current draw 
2026-08-18 23:27:40.458362 : 1100000 current draw 
2026-08-18 23:27:46.878737 : 1200000 current draw 
