"variavel","PIP","Post Mean","Post SD","Cond.Pos.Sign","PIP_maior_igual_05"
"metrop",0.649066,0.359407345282217,0.339330211263827,1,TRUE
"z_eleitas.fem",0.626262,-0.0765857367908431,0.0784918637873916,0,TRUE
"z_imuni",0.533582,-0.0499758623807488,0.0658984200610639,0,TRUE
"aliadogov",0.528332,0.0965528987457118,0.125444988210199,1,TRUE
"z_ideb9",0.475082,-0.042669547613259,0.0684868516486739,0,FALSE
"z_ivs.capital",0.467924,0.0578550742494065,0.086621608436145,1,FALSE
"z_leitos1k",0.455992,0.0430898500700748,0.0698252117726165,0.99995175,FALSE
"z_ex.pobr",0.451164,-0.0690218790126313,0.109784479998103,0.0013033,FALSE
"z_bolsaf",0.440358,0.0460622378013887,0.0753751868452735,0.99916886,FALSE
"z_int.resp",0.436646,-0.0412326678050682,0.067926147547061,0.00012367,FALSE
"z_sus1k",0.434824,-0.0339902601819036,0.0616130750770386,0,FALSE
"z_ideb3",0.406364,0.0254009355537233,0.0501063544434054,0.99993602,FALSE
"z_int.circ",0.398212,0.0278537009414371,0.0598824592178735,0.99742348,FALSE
"z_area",0.391602,0.023840799266602,0.0502850501240783,0.99975485,FALSE
"z_emprego",0.38604,-0.0288985133405376,0.0669840179723325,0.00125894,FALSE
"z_idm",0.380244,-0.0329114257448219,0.0783638956000267,0.01576882,FALSE
"z_ivs.infra",0.374928,-0.0184572730905466,0.0481089412596394,0.01147954,FALSE
"z_tax.hom",0.370998,-0.0180038676793931,0.0447359267325865,0.01600548,FALSE
"z_idhm",0.367942,0.0279697230618999,0.0867102660731651,0.88134543,FALSE
"z_ideb5",0.360304,0.00026919321402651,0.0512782613750889,0.65510791,FALSE
"z_energia100k",0.356788,-0.0149308992174178,0.0512669415937297,0.01825734,FALSE
"z_prof1k",0.35089,-0.00889925623940926,0.0521897750223452,0.17792471,FALSE
"z_pop",0.341442,0.0306393140395318,0.225438638921883,0.81910837,FALSE
"z_ivs.renda",0.341264,0.00879932686505298,0.0582890357918294,0.83777955,FALSE
"z_desp.saude",0.340222,0.00952701257521677,0.0495313836520781,0.8638536,FALSE
"z_pop.rural",0.338182,-0.00456885202595513,0.0471012413736306,0.41691752,FALSE
"z_pibpc",0.33774,-0.00611049244842811,0.052595212966944,0.28057678,FALSE
"semiarido",0.333668,0.0104006881100309,0.0904004907965635,0.84574487,FALSE
"z_idosos",0.331706,0.00672426721185147,0.0427447647315073,0.88329424,FALSE
"z_votos",0.32872,-0.00388057485503291,0.0331667344192413,0.25298734,FALSE
"z_int.asma",0.32862,-0.00396404691956031,0.0385091870215513,0.2078145,FALSE
"z_int.diab",0.328394,0.00166870625355073,0.0419450101875346,0.63997515,FALSE
"z_densidade",0.328358,0.0170757345440672,0.146449070196966,0.81003052,FALSE
"z_desp.educ",0.327742,0.00304166131047285,0.0399511618324265,0.74714867,FALSE
"z_tax.agua",0.325632,-0.0025249196160016,0.0316853085219021,0.17165389,FALSE
