2026-08-18 23:19:11.163001 : starting loop ... 
2026-08-18 23:19:16.354851 : 1e+05 current draw 
2026-08-18 23:19:21.556493 : 2e+05 current draw 
2026-08-18 23:19:28.719462 : 3e+05 current draw 
2026-08-18 23:19:35.291098 : 4e+05 current draw 
2026-08-18 23:19:42.020894 : 5e+05 current draw 
2026-08-18 23:19:48.500676 : 6e+05 current draw 
2026-08-18 23:19:55.317843 : 7e+05 current draw 
2026-08-18 23:20:01.937701 : 8e+05 current draw 
2026-08-18 23:20:08.410646 : 9e+05 current draw 
2026-08-18 23:20:15.123789 : 1e+06 current draw 
2026-08-18 23:20:21.606682 : 1100000 current draw 
2026-08-18 23:20:29.093177 : 1200000 current draw 
