"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"z_idm",0.91922,0.91922,0.91922,0.91922,0,0.332429178270424,1
"z_leitos1k",0.619956,0.619956,0.619956,0.619956,0,-0.115648775847494,0
"z_idosos",0.516512,0.516512,0.516512,0.516512,0,-0.0936177577745447,0
"z_ivs.renda",0.355992,0.355992,0.355992,0.355992,0,-0.0677580066904713,0
"semiarido",0.294272,0.294272,0.294272,0.294272,0,-0.0957965046015401,0
"z_eleitas.fem",0.286892,0.286892,0.286892,0.286892,0,-0.0343359361346623,0
"z_int.circ",0.265136,0.265136,0.265136,0.265136,0,-0.0357735691821824,4.526e-05
"z_emprego",0.256468,0.256468,0.256468,0.256468,0,-0.040503374448096,0.00038991
"z_pibpc",0.222084,0.222084,0.222084,0.222084,0,-0.0332633614883452,0.01385062
"z_ivs.capital",0.204892,0.204892,0.204892,0.204892,0,0.0298191080028459,0.99455323
"z_pop.rural",0.186484,0.186484,0.186484,0.186484,0,-0.019785289139413,2.145e-05
"aliadogov",0.182668,0.182668,0.182668,0.182668,0,0.0316381785523807,1
"z_int.resp",0.175892,0.175892,0.175892,0.175892,0,-0.0192649221213876,0.00225138
"z_int.diab",0.170436,0.170436,0.170436,0.170436,0,-0.0153587661877624,0.00049285
"z_tax.agua",0.165124,0.165124,0.165124,0.165124,0,-0.0131381923167782,0
"z_idhm",0.163204,0.163204,0.163204,0.163204,0,0.0238321932214591,0.98147104
"z_desp.educ",0.146664,0.146664,0.146664,0.146664,0,-0.0106688002888432,0.01543664
"z_area",0.129968,0.129968,0.129968,0.129968,0,0.00851137066944293,0.9986766
"z_ex.pobr",0.125764,0.125764,0.125764,0.125764,0,-0.0106579891189787,0.10368627
"z_prof1k",0.11694,0.11694,0.11694,0.11694,0,-0.0051351529580816,0.27949376
"z_ideb5",0.114628,0.114628,0.114628,0.114628,0,0.00693073499045414,0.99731305
"z_imuni",0.10942,0.10942,0.10942,0.10942,0,-0.00505226591432209,0
"z_votos",0.109152,0.109152,0.109152,0.109152,0,-0.00321650051247789,0.06948109
"z_tax.hom",0.107104,0.107104,0.107104,0.107104,0,0.00430703691281397,0.96157006
"z_tmi",0.105956,0.105956,0.105956,0.105956,0,0.00488928404962904,0.99622485
"z_sus1k",0.105184,0.105184,0.105184,0.105184,0,-0.00467953141116688,0.10260116
"z_int.asma",0.102224,0.102224,0.102224,0.102224,0,0.00500753775473807,0.92005791
"z_desp.saude",0.095812,0.095812,0.095812,0.095812,0,-0.00172376750408367,0.40742287
"z_ideb3",0.095768,0.095768,0.095768,0.095768,0,0.00322072848300677,0.92494361
"z_bolsaf",0.095336,0.095336,0.095336,0.095336,0,-0.0025227054281774,0.19438617
"metrop",0.092032,0.092032,0.092032,0.092032,0,-0.00101529587440288,0.43450104
"z_densidade",0.091716,0.091716,0.091716,0.091716,0,-0.00209931201161815,0.21182782
"z_ivs.infra",0.089836,0.089836,0.089836,0.089836,0,0.00225340814756768,0.75969545
"z_energia100k",0.089636,0.089636,0.089636,0.089636,0,0.000342872903645914,0.52135303
"z_pop",0.089076,0.089076,0.089076,0.089076,0,2.94507858845527e-05,0.36678791
"z_ideb9",0.083384,0.083384,0.083384,0.083384,0,-0.00274219651445825,0.20776168
