"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"z_idm",0.995592,0.995592,0.995592,0.995592,0,0.434912934812846,1
"z_leitos1k",0.984756,0.984756,0.984756,0.984756,0,-0.25921414438743,0
"metrop",0.977388,0.977388,0.977388,0.977388,0,-0.876150617391882,0
"z_int.circ",0.748,0.748,0.748,0.748,0,-0.133475038675777,0
"z_ivs.renda",0.720584,0.720584,0.720584,0.720584,0,-0.140868302517532,0
"z_idosos",0.689164,0.689164,0.689164,0.689164,0,-0.0954211000806744,0
"z_bolsaf",0.618484,0.618484,0.618484,0.618484,0,-0.0976292812917557,0
"z_int.asma",0.561392,0.561392,0.561392,0.561392,0,0.0687711255151834,0.99998575
"z_tax.hom",0.547996,0.547996,0.547996,0.547996,0,0.0558918633324338,0.99985401
"z_tax.agua",0.501832,0.501832,0.501832,0.501832,0,-0.0432159064010024,0
"z_ideb5",0.498108,0.498108,0.498108,0.498108,0,0.0439975722785486,0.99716527
"semiarido",0.495064,0.495064,0.495064,0.495064,0,-0.108297694007709,0
"z_ideb9",0.49378,0.49378,0.49378,0.49378,0,0.0400465058239923,0.99659768
"z_pibpc",0.486956,0.486956,0.486956,0.486956,0,-0.0582777104801894,0.00192214
"z_sus1k",0.481548,0.481548,0.481548,0.481548,0,0.0495723772417843,0.99993355
"z_ex.pobr",0.477176,0.477176,0.477176,0.477176,0,0.0819828801517107,0.96604188
"z_ideb3",0.438996,0.438996,0.438996,0.438996,0,-0.0308753120756409,0.00060137
"z_emprego",0.420928,0.420928,0.420928,0.420928,0,-0.0430505530992219,0.00216664
"z_pop",0.420792,0.420792,0.420792,0.420792,0,-0.0368129123068572,0.07354703
"z_densidade",0.419732,0.419732,0.419732,0.419732,0,-0.0275919443078447,0.18620453
"z_ivs.infra",0.414932,0.414932,0.414932,0.414932,0,0.0281268728218958,0.99805269
"z_int.diab",0.396816,0.396816,0.396816,0.396816,0,-0.0297532681185075,0.02239829
"z_pop.rural",0.395448,0.395448,0.395448,0.395448,0,-0.0296304101286423,0.00675689
"z_prof1k",0.392112,0.392112,0.392112,0.392112,0,0.0292493118358161,0.98610601
"z_imuni",0.367976,0.367976,0.367976,0.367976,0,0.0156735296436382,0.99951084
"z_eleitas.fem",0.358788,0.358788,0.358788,0.358788,0,0.0153809397154468,0.9843919
"z_int.resp",0.351108,0.351108,0.351108,0.351108,0,0.0154150699918798,0.93040318
"z_desp.educ",0.342272,0.342272,0.342272,0.342272,0,-0.0101438872882578,0.06376215
"z_votos",0.33756,0.33756,0.33756,0.33756,0,0.00867832797694658,0.98307856
"z_tmi",0.335648,0.335648,0.335648,0.335648,0,-0.00899058725864722,0.00148966
"z_energia100k",0.332704,0.332704,0.332704,0.332704,0,0.0075387198685502,0.81717082
"z_desp.saude",0.33038,0.33038,0.33038,0.33038,0,0.00643490207646813,0.74233307
"z_idhm",0.328888,0.328888,0.328888,0.328888,0,0.0132456285502188,0.79696432
"z_ivs.capital",0.327572,0.327572,0.327572,0.327572,0,0.00463661074016221,0.71376064
"z_area",0.315784,0.315784,0.315784,0.315784,0,0.00174543876047611,0.63732171
"aliadogov",0.314176,0.314176,0.314176,0.314176,0,-0.011699173349352,0.02907924
