"variavel","PIP_cadeia_1","PIP_media","PIP_minima","PIP_maxima","diferenca_maxima","Post_Mean_media","Cond_Pos_Sign_media"
"z_idm",0.996762,0.996762,0.996762,0.996762,0,0.43270479867985,1
"z_leitos1k",0.987538,0.987538,0.987538,0.987538,0,-0.261493378964336,0
"metrop",0.978972,0.978972,0.978972,0.978972,0,-0.878720664284529,0
"z_int.circ",0.7335,0.7335,0.7335,0.7335,0,-0.130495072411848,0
"z_ivs.renda",0.70598,0.70598,0.70598,0.70598,0,-0.137386299452067,0
"z_idosos",0.691314,0.691314,0.691314,0.691314,0,-0.0974702757839584,0
"z_bolsaf",0.594236,0.594236,0.594236,0.594236,0,-0.0924779415105757,1.01e-05
"z_int.asma",0.529444,0.529444,0.529444,0.529444,0,0.0643518882164938,0.99990178
"z_tax.hom",0.52519,0.52519,0.52519,0.52519,0,0.0534065366048024,0.99993907
"z_tax.agua",0.490892,0.490892,0.490892,0.490892,0,-0.0421061728528053,0
"z_ideb5",0.480008,0.480008,0.480008,0.480008,0,0.0437276564514546,0.99792503
"semiarido",0.476784,0.476784,0.476784,0.476784,0,-0.105326881427832,0
"z_ideb9",0.472446,0.472446,0.472446,0.472446,0,0.0393340152327705,0.99756163
"z_sus1k",0.465958,0.465958,0.465958,0.465958,0,0.0471276195419517,0.99980685
"z_pibpc",0.450912,0.450912,0.450912,0.450912,0,-0.0542901884533947,0.00116209
"z_ex.pobr",0.437964,0.437964,0.437964,0.437964,0,0.0737534198651154,0.95992365
"z_ideb3",0.410662,0.410662,0.410662,0.410662,0,-0.0289681394814193,0.00085715
"z_densidade",0.407956,0.407956,0.407956,0.407956,0,-0.0283465794125262,0.15304101
"z_emprego",0.403648,0.403648,0.403648,0.403648,0,-0.0415062663624002,0.00145176
"z_pop",0.403094,0.403094,0.403094,0.403094,0,-0.0335482135699518,0.08328082
"z_ivs.infra",0.40232,0.40232,0.40232,0.40232,0,0.0276649607329993,0.99781269
"z_prof1k",0.38209,0.38209,0.38209,0.38209,0,0.0287097896771214,0.98941611
"z_int.diab",0.370706,0.370706,0.370706,0.370706,0,-0.0269106605914036,0.02648999
"z_pop.rural",0.363048,0.363048,0.363048,0.363048,0,-0.0271506731121067,0.00514533
"z_imuni",0.358122,0.358122,0.358122,0.358122,0,0.015854306352119,0.99981571
"z_eleitas.fem",0.350638,0.350638,0.350638,0.350638,0,0.0157859836052158,0.98880897
"z_int.resp",0.332992,0.332992,0.332992,0.332992,0,0.0148444713978166,0.92749375
"z_desp.educ",0.320706,0.320706,0.320706,0.320706,0,-0.0100080192811175,0.06137085
"z_tmi",0.315824,0.315824,0.315824,0.315824,0,-0.00829621407697215,0.00177314
"z_idhm",0.314466,0.314466,0.314466,0.314466,0,0.0115083528254936,0.76933595
"z_votos",0.3135,0.3135,0.3135,0.3135,0,0.00821212181614143,0.98440829
"z_ivs.capital",0.313382,0.313382,0.313382,0.313382,0,0.00360575715947167,0.68235572
"z_desp.saude",0.308594,0.308594,0.308594,0.308594,0,0.00634617633067549,0.75638541
"aliadogov",0.305504,0.305504,0.305504,0.305504,0,-0.0111919083341908,0.0319603
"z_energia100k",0.303662,0.303662,0.303662,0.303662,0,0.00690661629369299,0.80239213
"z_area",0.302378,0.302378,0.302378,0.302378,0,0.00152725627057065,0.62755888
